week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,rel_yr,rel_mt,country_pop,trend_count
37,Movie,#Alive,South Korea,Horror,9/8/2020,FALSE,62,86,PAK,https://flixpatrol.com/title/alive-2020,ASI,2020,9,51640000,193
37,TV Show,Resurrection: Ertugrul,Turkey,Unknown,12/11/2014,FALSE,78,0,PAK,https://flixpatrol.com/title/resurrection-ertugrul-2014,ASI,2014,12,84339067,44
36,Movie,Aquaman,United States of America,Superhero,12/7/2018,FALSE,77,65,PAK,https://flixpatrol.com/title/aquaman,ASI,2018,12,331002647,1808
36,TV Show,Resurrection: Ertugrul,Turkey,Unknown,12/11/2014,FALSE,78,0,PAK,https://flixpatrol.com/title/resurrection-ertugrul-2014,ASI,2014,12,84339067,44
35,Movie,Class of '83,India,Drama,8/21/2020,FALSE,0,20,PAK,https://flixpatrol.com/title/class-of-83,ASI,2020,8,1380004385,21
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,PAK,https://flixpatrol.com/title/lucifer,ASI,2016,1,331002647,1808
37,Movie,"Love, Guaranteed",United States of America,Comedy,9/3/2020,TRUE,55,50,CHE,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9,331002647,1808
37,TV Show,Away,United States of America,Science Fiction,9/4/2020,TRUE,71,73,CHE,https://flixpatrol.com/title/away-2020,EUR,2020,9,331002647,1808
36,Movie,Aquaman,United States of America,Superhero,12/7/2018,FALSE,77,65,CHE,https://flixpatrol.com/title/aquaman,EUR,2018,12,331002647,1808
36,TV Show,Cobra Kai,United States of America,Action,5/2/2018,FALSE,88,94,CHE,https://flixpatrol.com/title/cobra-kai,EUR,2018,5,331002647,1808
35,Movie,Venom,United States of America,Superhero,10/3/2018,FALSE,71,29,CHE,https://flixpatrol.com/title/venom-2018,EUR,2018,10,331002647,1808
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,CHE,https://flixpatrol.com/title/lucifer,EUR,2016,1,331002647,1808
34,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,CHE,https://flixpatrol.com/title/project-power,EUR,2020,8,331002647,1808
34,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,CHE,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2,331002647,1808
33,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,CHE,https://flixpatrol.com/title/work-it-2020,EUR,2020,8,331002647,1808
33,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,CHE,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2,331002647,1808
32,Movie,The Kissing Booth 2,United Kingdom,Romance,7/24/2020,TRUE,62,28,CHE,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7,67886004,150
32,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,CHE,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2,331002647,1808
31,Movie,The Kissing Booth 2,United Kingdom,Romance,7/24/2020,TRUE,62,28,CHE,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7,67886004,150
31,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,CHE,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2,331002647,1808
30,Movie,Fantastic Beasts: The Crimes of Grindelwald,United Kingdom,Fantasy,11/14/2018,FALSE,70,40,CHE,https://flixpatrol.com/title/fantastic-beasts-the-crimes-of-grindelwald,EUR,2018,11,67886004,150
30,TV Show,Cursed,United States of America,Fantasy,7/17/2020,TRUE,51,69,CHE,https://flixpatrol.com/title/cursed-2020,EUR,2020,7,331002647,1808
29,Movie,The Old Guard,United States of America,Superhero,7/10/2020,TRUE,82,80,CHE,https://flixpatrol.com/title/the-old-guard,EUR,2020,7,331002647,1808
29,TV Show,Snowpiercer,United States of America,Science Fiction,5/17/2020,TRUE,61,62,CHE,https://flixpatrol.com/title/snowpiercer-2020,EUR,2020,5,331002647,1808
28,Movie,Desperados,United States of America,Comedy,7/3/2020,TRUE,51,15,CHE,https://flixpatrol.com/title/desperados-2020,EUR,2020,7,331002647,1808
28,TV Show,Warrior Nun,United States of America,Fantasy,7/2/2020,TRUE,69,0,CHE,https://flixpatrol.com/title/warrior-nun,EUR,2020,7,331002647,1808
27,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,CHE,https://flixpatrol.com/title/365-days,EUR,2020,6,37846605,145
27,TV Show,The Blacklist,United States of America,Crime,9/23/2013,TRUE,81,91,CHE,https://flixpatrol.com/title/the-blacklist,EUR,2013,9,331002647,1808
26,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,CHE,https://flixpatrol.com/title/365-days,EUR,2020,6,37846605,145
26,TV Show,The Sinner,United States of America,Crime,8/2/2017,TRUE,80,90,CHE,https://flixpatrol.com/title/the-sinner,EUR,2017,8,331002647,1808
25,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,CHE,https://flixpatrol.com/title/365-days,EUR,2020,6,37846605,145
25,TV Show,Rick and Morty,United States of America,Animated,12/2/2013,FALSE,93,0,CHE,https://flixpatrol.com/title/rick-and-morty,EUR,2013,12,331002647,1808
24,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,CHE,https://flixpatrol.com/title/365-days,EUR,2020,6,37846605,145
24,TV Show,13 Reasons Why,United States of America,Drama,3/31/2017,TRUE,84,39,CHE,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3,331002647,1808
23,Movie,War for the Planet of the Apes,United States of America,Science Fiction,7/11/2017,FALSE,75,93,CHE,https://flixpatrol.com/title/war-for-the-planet-of-the-apes,EUR,2017,7,331002647,1808
23,TV Show,Space Force,United States of America,Comedy,5/29/2020,TRUE,70,41,CHE,https://flixpatrol.com/title/space-force,EUR,2020,5,331002647,1808
22,Movie,8 Mile,United States of America,Drama,11/8/2002,FALSE,70,76,CHE,https://flixpatrol.com/title/8-mile,EUR,2002,11,331002647,1808
22,TV Show,Dynasty,United States of America,Drama,10/11/2017,TRUE,59,80,CHE,https://flixpatrol.com/title/dynasty-2017,EUR,2017,10,331002647,1808
21,Movie,The Wrong Missy,United States of America,Comedy,5/13/2020,TRUE,56,25,CHE,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5,331002647,1808
21,TV Show,White Lines,United Kingdom,Crime,5/15/2020,TRUE,61,64,CHE,https://flixpatrol.com/title/white-lines,EUR,2020,5,67886004,150
20,Movie,The Wrong Missy,United States of America,Comedy,5/13/2020,TRUE,56,25,CHE,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5,331002647,1808
20,Documentary TV,The Last Dance,United States of America,Documentary,4/19/2020,TRUE,94,97,CHE,https://flixpatrol.com/title/the-last-dance,EUR,2020,4,331002647,1808
19,Movie,Dangerous Lies,United States of America,Thriller,4/30/2020,TRUE,57,41,CHE,https://flixpatrol.com/title/dangerous-lies,EUR,2020,4,331002647,1808
19,Documentary TV,The Last Dance,United States of America,Documentary,4/19/2020,TRUE,94,97,CHE,https://flixpatrol.com/title/the-last-dance,EUR,2020,4,331002647,1808
18,Movie,Extraction,United States of America,Action,4/24/2020,TRUE,70,68,CHE,https://flixpatrol.com/title/extraction-2020,EUR,2020,4,331002647,1808
18,TV Show,Never Have I Ever,United States of America,Comedy,4/27/2020,TRUE,78,98,CHE,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4,331002647,1808
17,Movie,Rising High,Germany,Comedy,4/17/2020,TRUE,61,0,CHE,https://flixpatrol.com/title/rising-high,EUR,2020,4,83783945,84
17,TV Show,Too Hot to Handle,United States of America,Reality-Show,4/17/2020,TRUE,42,37,CHE,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4,331002647,1808
16,Movie,The Meg,United States of America,Horror,8/10/2018,FALSE,67,46,CHE,https://flixpatrol.com/title/the-meg,EUR,2018,8,331002647,1808
16,TV Show,Money Heist,Spain,Action,5/2/2017,TRUE,84,93,CHE,https://flixpatrol.com/title/money-heist,EUR,2017,5,46754783,218
15,Documentary,Money Heist: The Phenomenon,Spain,Documentary,4/3/2020,TRUE,78,0,CHE,https://flixpatrol.com/title/money-heist-the-phenomenon,EUR,2020,4,46754783,218
15,TV Show,Money Heist,Spain,Action,5/2/2017,TRUE,84,93,CHE,https://flixpatrol.com/title/money-heist,EUR,2017,5,46754783,218
14,Movie,The Platform,Spain,Science Fiction,3/20/2020,TRUE,73,0,CHE,https://flixpatrol.com/title/the-platform,EUR,2020,3,46754783,218
14,TV Show,Unorthodox,Germany,Drama,3/26/2020,TRUE,75,95,CHE,https://flixpatrol.com/title/unorthodox,EUR,2020,3,83783945,84
13,Movie,The Platform,Spain,Science Fiction,3/20/2020,TRUE,73,0,CHE,https://flixpatrol.com/title/the-platform,EUR,2020,3,46754783,218
13,TV Show,Elite,Spain,Crime,10/5/2018,TRUE,76,97,CHE,https://flixpatrol.com/title/elite,EUR,2018,10,46754783,218
37,Movie,Skyscraper,United States of America,Action,7/4/2018,FALSE,61,48,SAU,https://flixpatrol.com/title/skyscraper,ASI,2018,7,331002647,1808
37,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,SAU,https://flixpatrol.com/title/lucifer,ASI,2016,1,331002647,1808
36,Movie,Santana,South Africa,Action,8/28/2020,FALSE,39,0,SAU,https://flixpatrol.com/title/santana,ASI,2020,8,59308690,17
36,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,SAU,https://flixpatrol.com/title/lucifer,ASI,2016,1,331002647,1808
35,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,SAU,https://flixpatrol.com/title/project-power,ASI,2020,8,331002647,1808
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,SAU,https://flixpatrol.com/title/lucifer,ASI,2016,1,331002647,1808
34,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,SAU,https://flixpatrol.com/title/project-power,ASI,2020,8,331002647,1808
34,TV Show,Locked Up,Spain,Drama,4/20/2015,TRUE,83,100,SAU,https://flixpatrol.com/title/locked-up,ASI,2015,4,46754783,218
33,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,SAU,https://flixpatrol.com/title/work-it-2020,ASI,2020,8,331002647,1808
33,TV Show,Locked Up,Spain,Drama,4/20/2015,TRUE,83,100,SAU,https://flixpatrol.com/title/locked-up,ASI,2015,4,46754783,218
32,Movie,Jumanji: Welcome to the Jungle,United States of America,Adventure,12/20/2017,FALSE,69,76,SAU,https://flixpatrol.com/title/jumanji-welcome-to-the-jungle,ASI,2017,12,331002647,1808
32,TV Show,Locked Up,Spain,Drama,4/20/2015,TRUE,83,100,SAU,https://flixpatrol.com/title/locked-up,ASI,2015,4,46754783,218
31,Movie,The Kissing Booth 2,United Kingdom,Romance,7/24/2020,TRUE,62,28,SAU,https://flixpatrol.com/title/the-kissing-booth-2,ASI,2020,7,67886004,150
31,TV Show,Good Girls,United States of America,Comedy,2/26/2018,TRUE,78,87,SAU,https://flixpatrol.com/title/good-girls,ASI,2018,2,331002647,1808
30,Movie,MILF,France,Comedy,5/2/2018,FALSE,0,14,SAU,https://flixpatrol.com/title/milf-2018,ASI,2018,5,65273512,50
30,TV Show,Dark Desire,Mexico,Drama,7/15/2020,TRUE,75,0,SAU,https://flixpatrol.com/title/dark-desire,ASI,2020,7,128932753,85
29,Movie,The Old Guard,United States of America,Superhero,7/10/2020,TRUE,82,80,SAU,https://flixpatrol.com/title/the-old-guard,ASI,2020,7,331002647,1808
29,TV Show,Queen of the South,United States of America,Drama,6/23/2016,FALSE,77,0,SAU,https://flixpatrol.com/title/queen-of-the-south,ASI,2016,6,331002647,1808
28,Movie,The Mask,United States of America,Comedy,7/29/1994,FALSE,69,77,SAU,https://flixpatrol.com/title/the-mask,ASI,1994,7,331002647,1808
28,TV Show,Dark,Germany,Mystery,12/1/2017,TRUE,87,94,SAU,https://flixpatrol.com/title/dark-2017,ASI,2017,12,83783945,84
27,Movie,The Mask,United States of America,Comedy,7/29/1994,FALSE,69,77,SAU,https://flixpatrol.com/title/the-mask,ASI,1994,7,331002647,1808
27,TV Show,Dark,Germany,Mystery,12/1/2017,TRUE,87,94,SAU,https://flixpatrol.com/title/dark-2017,ASI,2017,12,83783945,84
26,Movie,Lost Bullet,France,Crime,6/19/2020,TRUE,62,0,SAU,https://flixpatrol.com/title/lost-bullet,ASI,2020,6,65273512,50
26,TV Show,The King: Eternal Monarch,South Korea,Fantasy,4/17/2020,TRUE,87,0,SAU,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4,51640000,193
37,Movie,The Emoji Movie,United States of America,Animated,7/28/2017,FALSE,14,8,NIC,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7,331002647,1808
37,TV Show,Her Mother's Killer,Colombia,Unknown,1/1/2020,FALSE,0,0,NIC,https://flixpatrol.com/title/her-mothers-killer,AME,2020,1,50882884,51
36,Movie,The Emoji Movie,United States of America,Animated,7/28/2017,FALSE,14,8,NIC,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7,331002647,1808
36,TV Show,Her Mother's Killer,Colombia,Unknown,1/1/2020,FALSE,0,0,NIC,https://flixpatrol.com/title/her-mothers-killer,AME,2020,1,50882884,51
35,Movie,Escape Plan,United States of America,Action,11/13/2013,FALSE,68,49,NIC,https://flixpatrol.com/title/escape-plan,AME,2013,11,331002647,1808
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,NIC,https://flixpatrol.com/title/lucifer,AME,2016,1,331002647,1808
34,Movie,An Easy Girl,France,Drama,8/28/2019,TRUE,54,0,NIC,https://flixpatrol.com/title/an-easy-girl,AME,2019,8,65273512,50
34,TV Show,Yo soy Betty la fea,Colombia,Unknown,10/25/1999,FALSE,81,0,NIC,https://flixpatrol.com/title/yo-soy-betty-la-fea,AME,1999,10,50882884,51
33,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,NIC,https://flixpatrol.com/title/work-it-2020,AME,2020,8,331002647,1808
33,TV Show,The Seven Deadly Sins,Japan,Animation,10/5/2014,TRUE,82,0,NIC,https://flixpatrol.com/title/the-seven-deadly-sins,AME,2014,10,126476458,25
32,Movie,Wonder,United States of America,Drama,11/13/2017,FALSE,80,93,NIC,https://flixpatrol.com/title/wonder,AME,2017,11,331002647,1808
32,TV Show,Locked Up,Spain,Drama,4/20/2015,TRUE,83,100,NIC,https://flixpatrol.com/title/locked-up,AME,2015,4,46754783,218
31,Movie,The Kissing Booth 2,United Kingdom,Romance,7/24/2020,TRUE,62,28,NIC,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7,67886004,150
31,TV Show,Dark Desire,Mexico,Drama,7/15/2020,TRUE,75,0,NIC,https://flixpatrol.com/title/dark-desire,AME,2020,7,128932753,85
30,Movie,MILF,France,Comedy,5/2/2018,FALSE,0,14,NIC,https://flixpatrol.com/title/milf-2018,AME,2018,5,65273512,50
30,TV Show,Dark Desire,Mexico,Drama,7/15/2020,TRUE,75,0,NIC,https://flixpatrol.com/title/dark-desire,AME,2020,7,128932753,85
29,Movie,The Old Guard,United States of America,Superhero,7/10/2020,TRUE,82,80,NIC,https://flixpatrol.com/title/the-old-guard,AME,2020,7,331002647,1808
29,TV Show,Dark Desire,Mexico,Drama,7/15/2020,TRUE,75,0,NIC,https://flixpatrol.com/title/dark-desire,AME,2020,7,128932753,85
28,Movie,American Assassin,United States of America,Action,9/14/2017,FALSE,70,35,NIC,https://flixpatrol.com/title/american-assassin,AME,2017,9,331002647,1808
28,TV Show,Dark,Germany,Mystery,12/1/2017,TRUE,87,94,NIC,https://flixpatrol.com/title/dark-2017,AME,2017,12,83783945,84
27,Movie,Wonder Woman,United States of America,Animated,3/3/2009,FALSE,74,0,NIC,https://flixpatrol.com/title/wonder-woman,AME,2009,3,331002647,1808
27,TV Show,Dark,Germany,Mystery,12/1/2017,TRUE,87,94,NIC,https://flixpatrol.com/title/dark-2017,AME,2017,12,83783945,84
26,Movie,Wonder Woman,United States of America,Superhero,5/30/2017,FALSE,75,93,NIC,https://flixpatrol.com/title/wonder-woman,AME,2017,5,331002647,1808
26,TV Show,Dark,Germany,Mystery,12/1/2017,TRUE,87,94,NIC,https://flixpatrol.com/title/dark-2017,AME,2017,12,83783945,84
37,Movie,Aquaman,United States of America,Superhero,12/7/2018,FALSE,77,65,NZE,https://flixpatrol.com/title/aquaman,OCE,2018,12,331002647,1808
37,TV Show,Away,United States of America,Science Fiction,9/4/2020,TRUE,71,73,NZE,https://flixpatrol.com/title/away-2020,OCE,2020,9,331002647,1808
36,Movie,Wonder,United States of America,Drama,11/13/2017,FALSE,80,93,NZE,https://flixpatrol.com/title/wonder,OCE,2017,11,331002647,1808
36,TV Show,Cobra Kai,United States of America,Action,5/2/2018,FALSE,88,94,NZE,https://flixpatrol.com/title/cobra-kai,OCE,2018,5,331002647,1808
35,Movie,The Sleepover,United States of America,Comedy,8/21/2020,TRUE,55,80,NZE,https://flixpatrol.com/title/the-sleepover,OCE,2020,8,331002647,1808
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,NZE,https://flixpatrol.com/title/lucifer,OCE,2016,1,331002647,1808
34,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,NZE,https://flixpatrol.com/title/project-power,OCE,2020,8,331002647,1808
34,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,NZE,https://flixpatrol.com/title/the-umbrella-academy,OCE,2019,2,331002647,1808
33,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,NZE,https://flixpatrol.com/title/work-it-2020,OCE,2020,8,331002647,1808
33,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,NZE,https://flixpatrol.com/title/the-umbrella-academy,OCE,2019,2,331002647,1808
32,Movie,Latte and the Magic Waterstone,Germany,Animated,12/11/2019,FALSE,56,0,NZE,https://flixpatrol.com/title/latte-and-the-magic-waterstone,OCE,2019,12,83783945,84
32,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,NZE,https://flixpatrol.com/title/the-umbrella-academy,OCE,2019,2,331002647,1808
31,Movie,Mortal Engines,United States of America,Science Fiction,11/27/2018,FALSE,64,28,NZE,https://flixpatrol.com/title/mortal-engines,OCE,2018,11,331002647,1808
31,TV Show,Good Girls,United States of America,Comedy,2/26/2018,TRUE,78,87,NZE,https://flixpatrol.com/title/good-girls,OCE,2018,2,331002647,1808
30,Movie,The Grinch,United States of America,Animated,11/8/2018,FALSE,63,58,NZE,https://flixpatrol.com/title/dr-seuss-how-the-grinch-stole-christmas,OCE,2018,11,331002647,1808
30,TV Show,Cursed,United States of America,Fantasy,7/17/2020,TRUE,51,69,NZE,https://flixpatrol.com/title/cursed-2020,OCE,2020,7,331002647,1808
29,Movie,"10,000 BC",United States of America,Adventure,3/5/2008,FALSE,51,0,NZE,https://flixpatrol.com/title/10000-bc,OCE,2008,3,331002647,1808
29,TV Show,Warrior Nun,United States of America,Fantasy,7/2/2020,TRUE,69,0,NZE,https://flixpatrol.com/title/warrior-nun,OCE,2020,7,331002647,1808
28,Movie,Spider-Man: Homecoming,United States of America,Superhero,7/5/2017,FALSE,75,92,NZE,https://flixpatrol.com/title/spider-man-homecoming,OCE,2017,7,331002647,1808
28,TV Show,Warrior Nun,United States of America,Fantasy,7/2/2020,TRUE,69,0,NZE,https://flixpatrol.com/title/warrior-nun,OCE,2020,7,331002647,1808
27,Movie,Eurovision Song Contest: The Story of Fire Saga,United States of America,Comedy,6/26/2020,TRUE,78,63,NZE,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,OCE,2020,6,331002647,1808
27,TV Show,The Sinner,United States of America,Crime,8/2/2017,TRUE,80,90,NZE,https://flixpatrol.com/title/the-sinner,OCE,2017,8,331002647,1808
26,Movie,2 Guns,United States of America,Action,8/2/2013,FALSE,68,64,NZE,https://flixpatrol.com/title/2-guns,OCE,2013,8,331002647,1808
26,TV Show,The Sinner,United States of America,Crime,8/2/2017,TRUE,80,90,NZE,https://flixpatrol.com/title/the-sinner,OCE,2017,8,331002647,1808
25,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,NZE,https://flixpatrol.com/title/365-days,OCE,2020,6,37846605,145
25,TV Show,Marcella,United Kingdom,Crime,4/4/2016,TRUE,74,65,NZE,https://flixpatrol.com/title/marcella,OCE,2016,4,67886004,150
24,Movie,365 Days,Poland,Romance,6/7/2020,FALSE,35,0,NZE,https://flixpatrol.com/title/365-days,OCE,2020,6,37846605,145
24,TV Show,13 Reasons Why,United States of America,Drama,3/31/2017,TRUE,84,39,NZE,https://flixpatrol.com/title/13-reasons-why,OCE,2017,3,331002647,1808
23,Movie,King Arthur: Legend of the Sword,United States of America,Fantasy,3/22/2017,FALSE,67,31,NZE,https://flixpatrol.com/title/king-arthur-legend-of-the-sword,OCE,2017,3,331002647,1808
23,TV Show,Space Force,United States of America,Comedy,5/29/2020,TRUE,70,41,NZE,https://flixpatrol.com/title/space-force,OCE,2020,5,331002647,1808
22,Movie,The Meg,United States of America,Horror,8/10/2018,FALSE,67,46,NZE,https://flixpatrol.com/title/the-meg,OCE,2018,8,331002647,1808
22,TV Show,White Lines,United Kingdom,Crime,5/15/2020,TRUE,61,64,NZE,https://flixpatrol.com/title/white-lines,OCE,2020,5,67886004,150
21,Movie,Night School,United States of America,Comedy,9/27/2018,FALSE,56,27,NZE,https://flixpatrol.com/title/night-school-2018,OCE,2018,9,331002647,1808
21,Documentary TV,The Last Dance,United States of America,Documentary,4/19/2020,TRUE,94,97,NZE,https://flixpatrol.com/title/the-last-dance,OCE,2020,4,331002647,1808
20,Movie,The Wrong Missy,United States of America,Comedy,5/13/2020,TRUE,56,25,NZE,https://flixpatrol.com/title/the-wrong-missy,OCE,2020,5,331002647,1808
20,Documentary TV,The Last Dance,United States of America,Documentary,4/19/2020,TRUE,94,97,NZE,https://flixpatrol.com/title/the-last-dance,OCE,2020,4,331002647,1808
19,Movie,Dangerous Lies,United States of America,Thriller,4/30/2020,TRUE,57,41,NZE,https://flixpatrol.com/title/dangerous-lies,OCE,2020,4,331002647,1808
19,Documentary TV,The Last Dance,United States of America,Documentary,4/19/2020,TRUE,94,97,NZE,https://flixpatrol.com/title/the-last-dance,OCE,2020,4,331002647,1808
18,Movie,Extraction,United States of America,Action,4/24/2020,TRUE,70,68,NZE,https://flixpatrol.com/title/extraction-2020,OCE,2020,4,331002647,1808
18,TV Show,Never Have I Ever,United States of America,Comedy,4/27/2020,TRUE,78,98,NZE,https://flixpatrol.com/title/never-have-i-ever,OCE,2020,4,331002647,1808
17,Movie,Furious 7,United States of America,Action,4/3/2015,FALSE,74,80,NZE,https://flixpatrol.com/title/furious-7,OCE,2015,4,331002647,1808
17,TV Show,Too Hot to Handle,United States of America,Reality-Show,4/17/2020,TRUE,42,37,NZE,https://flixpatrol.com/title/too-hot-to-handle,OCE,2020,4,331002647,1808
16,Movie,Code 8,Canada,Science Fiction,12/6/2019,FALSE,61,79,NZE,https://flixpatrol.com/title/code-8,OCE,2019,12,37742157,13
16,Documentary TV,"Tiger King: Murder, Mayhem and Madness",United States of America,Documentary,3/20/2020,TRUE,81,0,NZE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,OCE,2020,3,331002647,1808
15,Movie,Coffee & Kareem,United States of America,Comedy,4/3/2020,TRUE,50,19,NZE,https://flixpatrol.com/title/coffee-kareem,OCE,2020,4,331002647,1808
15,Documentary TV,"Tiger King: Murder, Mayhem and Madness",United States of America,Documentary,3/20/2020,TRUE,81,0,NZE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,OCE,2020,3,331002647,1808
14,Movie,Coffee & Kareem,United States of America,Comedy,4/3/2020,TRUE,50,19,NZE,https://flixpatrol.com/title/coffee-kareem,OCE,2020,4,331002647,1808
14,Documentary TV,"Tiger King: Murder, Mayhem and Madness",United States of America,Documentary,3/20/2020,TRUE,81,0,NZE,https://flixpatrol.com/title/tiger-king-murder-mayhem-and-madness,OCE,2020,3,331002647,1808
37,Movie,A Million Ways to Die in the West,United States of America,Comedy,5/30/2014,FALSE,61,33,DNK,https://flixpatrol.com/title/a-million-ways-to-die-in-the-west,EUR,2014,5,331002647,1808
37,TV Show,Young Wallander,Sweden,Crime,9/3/2020,TRUE,69,0,DNK,https://flixpatrol.com/title/young-wallander,EUR,2020,9,10099270,5
36,Movie,Joker,United States of America,Superhero,10/2/2019,FALSE,89,68,DNK,https://flixpatrol.com/title/joker-2019,EUR,2019,10,331002647,1808
36,TV Show,Cobra Kai,United States of America,Action,5/2/2018,FALSE,88,94,DNK,https://flixpatrol.com/title/cobra-kai,EUR,2018,5,331002647,1808
35,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,DNK,https://flixpatrol.com/title/project-power,EUR,2020,8,331002647,1808
35,TV Show,Lucifer,United States of America,Superhero,1/25/2016,TRUE,83,87,DNK,https://flixpatrol.com/title/lucifer,EUR,2016,1,331002647,1808
34,Movie,Project Power,United States of America,Action,8/14/2020,TRUE,61,63,DNK,https://flixpatrol.com/title/project-power,EUR,2020,8,331002647,1808
34,TV Show,Brooklyn Nine-Nine,United States of America,Comedy,9/17/2013,FALSE,83,97,DNK,https://flixpatrol.com/title/brooklyn-nine-nine,EUR,2013,9,331002647,1808
33,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,DNK,https://flixpatrol.com/title/work-it-2020,EUR,2020,8,331002647,1808
33,TV Show,Brooklyn Nine-Nine,United States of America,Comedy,9/17/2013,FALSE,83,97,DNK,https://flixpatrol.com/title/brooklyn-nine-nine,EUR,2013,9,331002647,1808
32,Movie,Work It,United States of America,Comedy,8/7/2020,TRUE,61,0,DNK,https://flixpatrol.com/title/work-it-2020,EUR,2020,8,331002647,1808
32,TV Show,The Umbrella Academy,United States of America,Superhero,2/15/2019,TRUE,83,82,DNK,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2,331002647,1808
31,Movie,The Kissing Booth 2,United Kingdom,Romance,7/24/2020,TRUE,62,28,DNK,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7,67886004,150
31,TV Show,Modern Family,United States of America,Comedy,9/23/2009,FALSE,84,0,DNK,https://flixpatrol.com/title/modern-family,EUR,2009,9,331002647,1808
30,Movie,Venom,United States of America,Superhero,10/3/2018,FALSE,71,29,DNK,https://flixpatrol.com/title/venom-2018,EUR,2018,10,331002647,1808
30,TV Show,Cursed,United States of America,Fantasy,7/17/2020,TRUE,51,69,DNK,https://flixpatrol.com/title/cursed-2020,EUR,2020,7,331002647,1808
29,Movie,The Old Guard,United States of America,Superhero,7/10/2020,TRUE,82,80,DNK,https://flixpatrol.com/title/the-old-guard,EUR,2020,7,331002647,1808
29,TV Show,Warrior Nun,United States of America,Fantasy,7/2/2020,TRUE,69,0,DNK,https://flixpatrol.com/title/warrior-nun,EUR,2020,7,331002647,1808
28,Movie,It: Chapter 2,United States of America,Horror,9/5/2019,FALSE,70,63,DNK,https://flixpatrol.com/title/it-chapter-2,EUR,2019,9,331002647,1808
28,TV Show,Warrior Nun,United States of America,Fantasy,7/2/2020,TRUE,69,0,DNK,https://flixpatrol.com/title/warrior-nun,EUR,2020,7,331002647,1808
27,Movie,The Son of Bigfoot,Belgium,Animated,7/27/2017,FALSE,61,75,DNK,https://flixpatrol.com/title/the-son-of-bigfoot,EUR,2017,7,11589616,5
